5.000000 0.000000
4.990134 0.313952
4.960574 0.626666
4.911436 0.936906
4.842916 1.243448
4.755283 1.545084
4.648883 1.840621
4.524136 2.128895
4.381534 2.408767
4.221641 2.679132
4.045087 2.938924
3.852568 3.187118
3.644845 3.422733
3.422738 3.644841
3.187123 3.852564
2.938929 4.045083
2.679138 4.221637
2.408772 4.381531
2.128901 4.524133
1.840627 4.648881
1.545090 4.755281
1.243455 4.842914
0.936912 4.911435
0.626672 4.960573
0.313959 4.990133
0.000007 5.000000
-0.313946 4.990134
-0.626659 4.960574
-0.936899 4.911438
-1.243442 4.842918
-1.545077 4.755285
-1.840615 4.648885
-2.128889 4.524139
-2.408761 4.381538
-2.679126 4.221644
-2.938919 4.045090
-3.187113 3.852572
-3.422728 3.644850
-3.644836 3.422743
-3.852560 3.187128
-4.045079 2.938935
-4.221634 2.679143
-4.381528 2.408778
-4.524130 2.128907
-4.648878 1.840634
-4.755279 1.545096
-4.842913 1.243461
-4.911434 0.936919
-4.960572 0.626679
-4.990133 0.313966
-5.000000 0.000013
-4.990134 -0.313939
-4.960575 -0.626652
-4.911439 -0.936893
-4.842919 -1.243436
-4.755287 -1.545071
-4.648888 -1.840609
-4.524142 -2.128883
-4.381541 -2.408755
-4.221648 -2.679121
-4.045094 -2.938913
-3.852577 -3.187107
-3.644854 -3.422724
-3.422748 -3.644832
-3.187133 -3.852555
-2.938940 -4.045075
-2.679149 -4.221630
-2.408784 -4.381525
-2.128913 -4.524128
-1.840640 -4.648876
-1.545103 -4.755277
-1.243468 -4.842911
-0.936925 -4.911433
-0.626685 -4.960571
-0.313972 -4.990132
-0.000020 -5.000000
0.313932 -4.990135
0.626646 -4.960576
0.936886 -4.911440
1.243429 -4.842921
1.545065 -4.755289
1.840603 -4.648890
2.128877 -4.524145
2.408749 -4.381544
2.679115 -4.221652
2.938908 -4.045098
3.187102 -3.852581
3.422719 -3.644859
3.644827 -3.422753
3.852551 -3.187138
4.045071 -2.938946
4.221627 -2.679154
4.381522 -2.408790
4.524125 -2.128919
4.648873 -1.840646
4.755275 -1.545109
4.842909 -1.243474
4.911431 -0.936932
4.960570 -0.626692
4.990132 -0.313979
5.000000 -0.000027
